CUSTOMERID,GENDER,AGE,MARRIED,DEPENDENTS,CITY,ZIP_CODE,SENIORCITIZEN,TENURE,PHONESERVICE,MULTIPLELINES,INTERNETSERVICE,INTERNET_TYPE,ONLINESECURITY,ONLINEBACKUP,DEVICEPROTECTION,TECHSUPPORT,STREAMINGTV,STREAMINGMOVIES,STREAMING_MUSIC,UNLIMITED_DATA,CONTRACT,PAPERLESSBILLING,PAYMENTMETHOD,MONTHLYCHARGES,TOTALCHARGES,TOTAL_REVENUE,TOTAL_REFUNDS,NUMBER_OF_REFERRALS,OFFER,AVG_MONTHLY_GB_DOWNLOAD,CHURN,CHURN_CATEGORY,CHURN_REASON,CHURN_BINARY,CHURN_PROBABILITY,RISK_TIER
7511-YMXVQ,Male,54,False,False,Lynwood,90262,0,9,False,No phone service,DSL,Cable,No,No,No,No,Yes,Yes,True,False,Month-to-month,True,Electronic check,45.4,418.8,438.8,0.0,0,,20.0,Yes,Competitor,Competitor had better devices,1,0.44449611380667553,Medium Risk
7515-LODFU,Male,67,False,False,Burney,96013,1,69,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,False,Credit card (automatic),20.3,1356.3,2779.08,0.0,0,,,No,,,0,0.008571524107893686,Low Risk
7516-GMHUV,Male,77,True,False,Lakeshore,93634,1,50,True,Yes,Fiber optic,Fiber Optic,Yes,No,Yes,No,Yes,Yes,True,True,Two year,True,Credit card (automatic),105.05,5163.3,7208.3,0.0,1,,8.0,No,,,0,0.3477791232394683,Medium Risk
7517-LDMPS,Female,31,False,False,Modesto,95356,0,12,True,No,Fiber optic,Fiber Optic,No,Yes,No,No,No,Yes,True,True,Month-to-month,True,Electronic check,84.6,1017.35,1048.19,0.0,0,,25.0,No,,,0,0.607653287175808,High Risk
7517-SAWMO,Female,31,True,False,Granada Hills,91344,0,19,True,No,Fiber optic,Fiber Optic,Yes,No,No,No,No,No,False,True,Month-to-month,True,Electronic check,73.2,1441.1,1930.35,0.0,1,Offer D,22.0,Yes,Attitude,Attitude of support person,1,0.4971267445880622,Medium Risk
7519-JTWQH,Female,30,False,False,Calipatria,92233,0,69,True,Yes,Fiber optic,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,True,True,Two year,True,Bank transfer (automatic),110.5,7455.45,9105.93,0.0,0,Offer A,42.0,No,,,0,0.11381174105632359,Low Risk
7520-HQWJU,Female,22,True,True,Santa Ysabel,92070,0,66,True,Yes,DSL,DSL,Yes,Yes,Yes,No,No,No,False,True,Month-to-month,True,Bank transfer (automatic),67.45,4508.65,5998.18,41.67,6,,59.0,No,,,0,0.06477543197611452,Low Risk
7521-AFHAB,Female,45,True,True,Auberry,93602,0,5,True,No,DSL,Cable,No,No,No,No,No,No,False,True,Month-to-month,False,Mailed check,44.8,220.45,398.45,0.0,10,Offer E,19.0,No,,,0,0.0964936212564564,Low Risk
7524-VRLPL,Male,71,False,False,Manchester,95459,1,69,True,Yes,DSL,Cable,Yes,No,Yes,Yes,No,Yes,True,True,Two year,False,Credit card (automatic),74.1,5031.0,5952.84,0.0,0,Offer A,10.0,No,,,0,0.05625101696611444,Low Risk
7526-BEZQB,Male,39,False,False,Lawndale,90260,0,12,True,Yes,Fiber optic,Cable,No,No,No,No,Yes,Yes,True,True,Month-to-month,True,Electronic check,96.05,1148.1,1684.62,0.0,0,Offer D,25.0,Yes,Attitude,Attitude of support person,1,0.8152357263571943,High Risk
7527-QNRUS,Male,33,True,True,Escondido,92027,0,17,True,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,True,Mailed check,25.15,412.6,1181.68,0.0,8,Offer D,,No,,,0,0.01606962826757963,Low Risk
7529-ZDFXI,Male,79,True,False,La Verne,91750,1,57,True,Yes,Fiber optic,Fiber Optic,No,Yes,No,No,No,Yes,False,True,Month-to-month,True,Electronic check,89.85,4925.35,7014.97,0.0,1,,9.0,No,,,0,0.48877492992809785,Medium Risk
7530-HDYDS,Female,26,False,False,Lakewood,90712,0,38,True,No,Fiber optic,Fiber Optic,No,Yes,Yes,Yes,No,No,True,True,Month-to-month,True,Credit card (automatic),84.25,3264.5,3935.58,0.0,0,,41.0,Yes,Attitude,Attitude of support person,1,0.3673140186975406,Medium Risk
7531-GQHME,Male,34,False,False,San Jacinto,92582,0,12,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Month-to-month,False,Credit card (automatic),20.05,265.45,732.97,0.0,0,Offer D,,No,,,0,0.05734553661064016,Low Risk
7534-BFESC,Male,69,False,False,San Diego,92122,1,24,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,No,No,False,True,Month-to-month,True,Electronic check,76.1,1712.7,2453.58,0.0,0,Offer C,15.0,Yes,Competitor,Competitor made better offer,1,0.5668968470112686,Medium Risk
7537-CBQUZ,Male,68,False,False,Castroville,95012,1,63,True,Yes,Fiber optic,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,True,True,Month-to-month,True,Bank transfer (automatic),109.4,7031.45,8676.38,0.0,0,,20.0,No,,,0,0.2618580560456868,Low Risk
7538-GWHML,Female,52,False,False,Lemon Cove,93244,0,2,True,No,Fiber optic,Fiber Optic,No,No,No,No,No,No,False,True,Month-to-month,False,Electronic check,69.65,145.15,160.43,0.0,0,Offer E,27.0,Yes,Competitor,Competitor made better offer,1,0.9927679781087526,High Risk
7541-YLXCL,Male,25,False,False,Pomona,91767,0,36,True,No,DSL,Cable,No,Yes,No,Yes,No,Yes,True,True,One year,True,Mailed check,65.4,2498.4,3452.76,0.0,0,,85.0,Yes,Other,Don't know,1,0.11434694806759842,Low Risk
7542-CYDDM,Male,61,False,False,Turlock,95382,0,18,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Month-to-month,False,Mailed check,20.05,358.5,771.96,0.0,0,,,No,,,0,0.05114004254017075,Low Risk
7544-ZVIKX,Male,33,True,True,Roseville,95678,0,58,True,Yes,Fiber optic,Fiber Optic,No,No,Yes,Yes,Yes,Yes,True,True,One year,True,Bank transfer (automatic),105.05,6004.85,7966.41,0.0,2,,10.0,No,,,0,0.10838657434867655,Low Risk
7547-EKNFS,Male,37,True,False,Caspar,95420,0,42,True,Yes,Fiber optic,Fiber Optic,No,Yes,Yes,No,Yes,No,False,True,Month-to-month,True,Bank transfer (automatic),95.25,3959.35,4698.97,27.3,1,Offer B,29.0,Yes,Attitude,Attitude of service provider,1,0.5575316860000776,Medium Risk
7548-SEPYI,Female,62,False,False,Temecula,92592,0,5,True,No,Fiber optic,Fiber Optic,No,Yes,No,No,Yes,Yes,True,True,Month-to-month,True,Electronic check,96.25,512.45,673.05,0.0,0,Offer E,10.0,Yes,Competitor,Competitor made better offer,1,0.7870299627447791,High Risk
7549-MYGPK,Female,48,True,True,Mountain View,94040,0,63,True,Yes,Fiber optic,Fiber Optic,Yes,Yes,Yes,No,Yes,No,False,False,Month-to-month,True,Electronic check,100.55,6215.35,6781.09,0.0,3,Offer B,16.0,Yes,Price,Price too high,1,0.4533420301979097,Medium Risk
7550-WIQVA,Male,34,True,True,Rocklin,95677,0,50,True,Yes,Fiber optic,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,True,True,One year,True,Electronic check,108.25,5431.4,7510.4,0.0,3,,19.0,No,,,0,0.11225460245945809,Low Risk
7551-DACSP,Male,49,True,True,Hat Creek,96040,0,6,True,No,DSL,DSL,No,Yes,Yes,No,No,No,False,True,Month-to-month,True,Mailed check,55.3,324.25,335.41,0.0,1,Offer E,19.0,Yes,Competitor,Competitor made better offer,1,0.47236256849704866,Medium Risk
7551-JOHTI,Female,54,False,False,Malibu,90265,0,1,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Month-to-month,False,Mailed check,19.5,19.5,51.95,0.0,0,,,Yes,Attitude,Attitude of support person,1,1.0,High Risk
7552-KEYGT,Male,53,True,False,Platina,96076,0,27,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,False,Bank transfer (automatic),19.55,520.55,1713.68,0.0,1,Offer C,,No,,,0,0.030649629367195258,Low Risk
7554-AKDQF,Female,27,True,False,Sierra Madre,91024,0,6,True,No,DSL,DSL,No,No,No,No,No,No,False,True,Month-to-month,False,Mailed check,45.65,323.45,357.59,0.0,9,Offer E,27.0,No,,,0,0.08743239730013133,Low Risk
7554-NEWDD,Male,44,False,False,Long Beach,90815,0,10,True,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,False,Bank transfer (automatic),25.7,251.6,572.6,0.0,0,,,No,,,0,0.02909233905382938,Low Risk
7558-IMLMT,Male,48,True,True,Stanton,90680,0,67,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,True,Mailed check,20.8,1411.9,2002.84,0.0,6,,,No,,,0,0.00039877620926008023,Low Risk
7560-QJAVJ,Female,60,False,False,Biggs,95917,0,70,True,No,DSL,DSL,Yes,No,Yes,Yes,Yes,Yes,True,True,Two year,False,Bank transfer (automatic),79.6,5589.45,8887.51,42.34,0,,28.0,No,,,0,0.02847302121328147,Low Risk
7560-QRBXH,Female,32,False,True,Woodland,95695,0,48,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,One year,False,Mailed check,19.95,936.7,1377.82,0.0,0,,,No,,,0,0.0046431324167269415,Low Risk
7562-GSUHK,Female,40,False,False,Jamestown,95327,0,16,True,No,Fiber optic,Fiber Optic,No,Yes,Yes,No,No,Yes,True,True,Month-to-month,True,Credit card (automatic),93.2,1573.7,2190.16,35.7,0,,7.0,Yes,Competitor,Competitor made better offer,1,0.54899156891854,Medium Risk
7562-UXTPG,Female,40,False,False,Canoga Park,91303,0,13,True,No,Fiber optic,Fiber Optic,No,No,No,No,No,No,False,True,Month-to-month,True,Mailed check,70.15,886.7,1217.86,8.53,0,,28.0,No,,,0,0.4413186876290763,Medium Risk
7563-BIUPC,Male,30,False,False,San Diego,92122,0,5,True,No,Fiber optic,Fiber Optic,No,No,No,No,Yes,No,False,False,Month-to-month,True,Electronic check,80.6,415.55,448.01,36.44,0,Offer E,52.0,Yes,Competitor,Competitor made better offer,1,0.6626892841693561,High Risk
7564-GHCVB,Female,27,True,True,San Simeon,93452,0,72,True,Yes,Fiber optic,Fiber Optic,Yes,No,No,No,No,No,False,False,Two year,False,Bank transfer (automatic),79.05,5730.7,6335.58,0.0,5,Offer A,53.0,No,,,0,0.024299032390978286,Low Risk
7566-DSRLQ,Female,54,True,False,Rancho Cucamonga,91701,0,72,True,Yes,Fiber optic,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,True,False,Two year,True,Electronic check,110.15,7998.8,8994.0,0.0,7,Offer A,24.0,No,,,0,0.04208975310637284,Low Risk
7567-ECMCM,Male,23,False,False,Danville,94506,0,24,True,No,Fiber optic,Fiber Optic,No,No,No,No,No,Yes,True,True,Month-to-month,True,Credit card (automatic),79.85,2001.0,2848.2,0.0,0,,41.0,No,,,0,0.3567375651161477,Medium Risk
7568-PODML,Male,34,False,False,Watsonville,95076,0,1,False,No phone service,DSL,DSL,No,No,No,No,Yes,Yes,True,True,Month-to-month,True,Mailed check,45.3,45.3,45.3,0.0,0,,18.0,Yes,Competitor,Competitor had better devices,1,1.0,High Risk
7569-NMZYQ,Female,33,True,True,Middletown,95461,0,72,True,Yes,Fiber optic,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,True,True,Two year,True,Bank transfer (automatic),118.75,8672.45,11634.53,0.0,1,,53.0,No,,,0,0.1299862083963964,Low Risk
7570-WELNY,Female,52,True,False,Sherman Oaks,91423,0,68,True,Yes,Fiber optic,Fiber Optic,Yes,Yes,No,No,No,No,False,True,Two year,True,Bank transfer (automatic),84.7,5711.05,6246.21,0.0,1,Offer A,4.0,No,,,0,0.10789581681272331,Low Risk
7571-YXDAD,Female,37,False,False,Davis,95618,0,2,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,No,No,False,True,Month-to-month,False,Credit card (automatic),74.9,147.15,223.71,0.0,0,,18.0,Yes,Price,Long distance charges,1,0.9863795429328175,High Risk
7572-KPVKK,Male,44,False,True,Los Altos,94024,0,62,True,Yes,Fiber optic,Fiber Optic,No,No,Yes,Yes,Yes,Yes,True,True,Two year,True,Electronic check,104.05,6590.5,7686.04,0.0,0,Offer B,19.0,No,,,0,0.20652934994277178,Low Risk
7576-ASEJU,Female,38,True,True,Azusa,91702,0,41,True,No,DSL,DSL,Yes,No,No,Yes,Yes,Yes,True,True,One year,True,Credit card (automatic),74.7,3187.65,4219.21,0.0,10,Offer B,11.0,No,,,0,0.01765598314874954,Low Risk
7576-JMYWV,Female,76,True,True,San Martin,95046,1,46,True,Yes,Fiber optic,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,False,True,Month-to-month,True,Electronic check,110.2,4972.1,5911.42,0.0,7,Offer B,16.0,No,,,0,0.08820449257207442,Low Risk
7576-OYWBN,Male,71,False,False,San Mateo,94402,1,3,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,No,No,False,True,Month-to-month,True,Electronic check,76.05,231.8,322.55,0.0,0,,28.0,Yes,Competitor,Competitor had better devices,1,0.9803965333695281,High Risk
7579-KKLOE,Male,59,True,True,Earlimart,93219,0,71,True,Yes,DSL,DSL,Yes,Yes,Yes,Yes,Yes,Yes,True,True,Two year,True,Mailed check,91.25,6589.6,9893.23,0.0,7,Offer A,3.0,No,,,0,0.006934976210927457,Low Risk
7579-OOPEC,Female,75,True,False,Pala,92059,1,2,True,No,DSL,DSL,No,Yes,No,No,No,No,False,True,Month-to-month,False,Credit card (automatic),50.15,115.1,128.82,0.0,1,Offer E,20.0,Yes,Competitor,Competitor had better devices,1,0.9589871003863579,High Risk
7580-UGXNC,Female,73,False,False,Culver City,90232,1,2,True,No,DSL,DSL,Yes,Yes,No,No,No,No,False,True,Month-to-month,False,Mailed check,54.85,104.2,155.68,0.0,0,,6.0,Yes,Price,Extra data charges,1,0.9013863183484776,High Risk
7581-EBBOU,Female,49,False,False,Volcano,95689,0,60,True,No,DSL,DSL,No,Yes,Yes,Yes,Yes,No,False,True,One year,True,Credit card (automatic),70.15,4224.7,6557.5,0.0,0,,2.0,No,,,0,0.0916951516757853,Low Risk
7586-ZATGZ,Male,59,False,False,Ravendale,96123,0,40,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,Yes,No,False,True,Month-to-month,True,Electronic check,84.9,3369.05,4082.25,0.0,0,,27.0,No,,,0,0.4750711549590425,Medium Risk
7587-AOVVU,Male,39,True,True,Arcata,95521,0,27,True,Yes,Fiber optic,Fiber Optic,Yes,Yes,No,Yes,Yes,No,False,True,Month-to-month,False,Electronic check,100.75,2793.55,3173.44,0.0,0,,15.0,No,,,0,0.4105797627591435,Medium Risk
7587-RZNME,Male,23,False,False,Valencia,91355,0,3,True,No,DSL,DSL,No,No,No,No,No,No,True,True,Month-to-month,True,Electronic check,43.3,123.65,270.17,0.0,0,Offer E,41.0,Yes,Price,Lack of affordable download/upload speed,1,0.9800084790930537,High Risk
7593-JNWRU,Male,61,True,True,Fremont,94538,0,6,True,No,DSL,DSL,No,No,No,No,No,No,False,True,Month-to-month,True,Bank transfer (automatic),44.6,260.8,556.0,0.0,5,Offer E,21.0,Yes,Price,Extra data charges,1,0.4910164826691682,Medium Risk
7593-XFKDI,Male,39,False,False,Los Angeles,90031,0,1,True,No,DSL,DSL,No,No,No,No,No,No,False,True,Month-to-month,False,Mailed check,46.3,46.3,94.52,0.0,0,,21.0,Yes,Price,Extra data charges,1,0.9992857142857143,High Risk
7594-LZNWR,Male,67,False,False,Sacramento,95826,1,34,True,No,Fiber optic,Fiber Optic,No,No,No,No,No,No,False,True,Month-to-month,False,Credit card (automatic),69.15,2275.1,2736.14,0.0,0,Offer C,30.0,No,,,0,0.25029918461173745,Low Risk
7594-RQHXR,Female,20,False,True,Covina,91722,0,1,True,No,Fiber optic,Fiber Optic,No,No,No,No,No,Yes,True,True,Month-to-month,True,Electronic check,79.6,79.6,101.32,0.0,0,Offer E,52.0,Yes,Other,Deceased,1,0.9980238657225281,High Risk
7595-EHCDL,Male,48,True,True,Santa Maria,93454,0,32,False,No phone service,DSL,DSL,No,No,Yes,No,Yes,Yes,True,True,Month-to-month,False,Credit card (automatic),50.6,1653.45,1653.45,0.0,10,,19.0,No,,,0,0.09658761336494877,Low Risk
7595-EUIVN,Female,53,False,False,Clearlake,95422,0,1,True,No,Fiber optic,Fiber Optic,No,Yes,No,No,No,No,False,True,Month-to-month,False,Electronic check,75.8,75.8,90.28,0.0,0,,26.0,Yes,Competitor,Competitor had better devices,1,0.9879050372142477,High Risk
7596-IIWYC,Female,62,False,False,Fiddletown,95629,0,27,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,True,Bank transfer (automatic),20.25,538.2,1503.99,0.0,0,,,No,,,0,0.00831005187465099,Low Risk
7596-LDUXP,Female,61,False,False,Rodeo,94572,0,12,True,No,Fiber optic,Fiber Optic,Yes,No,No,No,Yes,No,False,True,One year,True,Credit card (automatic),85.15,979.05,1170.69,0.0,0,Offer D,19.0,No,,,0,0.2847474326152238,Low Risk
7596-ZYWBB,Female,19,False,False,Bakersfield,93312,0,65,True,No,DSL,DSL,Yes,Yes,No,Yes,No,No,False,False,Two year,True,Mailed check,59.6,3739.8,6673.65,0.0,0,Offer B,76.0,No,,,0,0.042522092227901064,Low Risk
7598-UAASY,Male,19,True,False,Marshall,94940,0,2,True,No,Fiber optic,Fiber Optic,No,No,Yes,No,No,No,False,True,Month-to-month,False,Electronic check,76.4,151.8,192.8,0.0,1,Offer E,51.0,Yes,Competitor,Competitor had better devices,1,0.9723856383274833,High Risk
7599-FKVXZ,Male,54,True,False,South Pasadena,91030,0,42,True,Yes,Fiber optic,Fiber Optic,No,No,Yes,Yes,Yes,Yes,True,True,Month-to-month,True,Bank transfer (automatic),106.15,4512.7,4613.92,0.0,1,,21.0,Yes,Other,Don't know,1,0.5869135262005688,Medium Risk
7599-NTMDP,Female,32,True,True,Lockeford,95237,0,62,False,No phone service,DSL,Cable,Yes,Yes,No,Yes,Yes,No,False,False,Two year,False,Bank transfer (automatic),48.7,3008.55,3128.55,0.0,6,Offer B,26.0,No,,,0,0.01479561741722875,Low Risk
7601-DHFWZ,Female,54,False,False,Simi Valley,93063,0,48,True,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,False,Credit card (automatic),24.0,1183.05,2662.41,0.0,0,Offer B,,No,,,0,0.023649289320745996,Low Risk
7601-GNDYK,Male,52,True,True,Wildomar,92595,0,35,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,False,Mailed check,19.6,686.95,1416.7,0.0,1,Offer C,,No,,,0,0.002954291173926416,Low Risk
7602-DBTOU,Female,46,True,False,San Francisco,94121,0,71,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,False,Mailed check,19.6,1416.5,4102.43,0.0,2,,,No,,,0,0.00037891543939931035,Low Risk
7602-MVRMB,Female,62,True,True,Fish Camp,93623,0,72,True,Yes,Fiber optic,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,True,True,Two year,True,Bank transfer (automatic),110.45,8058.85,11416.21,0.0,9,,14.0,No,,,0,0.03935830667459506,Low Risk
7603-USHJS,Male,27,False,True,San Gabriel,91775,0,12,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,No,No,True,True,Month-to-month,True,Credit card (automatic),73.75,871.4,1050.92,0.0,0,Offer D,59.0,Yes,Attitude,Attitude of support person,1,0.6399952400200953,High Risk
7605-BDWDC,Female,35,False,False,Mira Loma,91752,0,31,False,No phone service,DSL,DSL,Yes,Yes,No,Yes,No,Yes,True,True,Two year,True,Bank transfer (automatic),49.85,1520.1,1520.1,0.0,0,,10.0,No,,,0,0.02407030222041616,Low Risk
7605-SNLQG,Female,42,True,False,Gardena,90249,0,45,True,No,DSL,DSL,No,No,Yes,No,No,No,False,True,Month-to-month,True,Credit card (automatic),50.25,2221.55,2513.6,0.0,6,Offer B,22.0,No,,,0,0.03986277761629868,Low Risk
7606-BPHHN,Male,39,False,False,La Quinta,92253,0,72,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,True,Credit card (automatic),19.8,1468.75,3660.43,0.0,0,Offer A,,No,,,0,0.0043672640394344184,Low Risk
7607-QKKTJ,Male,25,True,True,Loma Linda,92354,0,45,True,Yes,Fiber optic,Fiber Optic,No,Yes,Yes,No,No,Yes,True,False,One year,True,Credit card (automatic),95.0,4368.85,5934.1,0.0,6,,69.0,No,,,0,0.06519859640243028,Low Risk
7608-RGIRO,Male,62,False,True,Marysville,95901,0,62,True,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,True,Mailed check,24.4,1413.0,2501.72,0.0,0,Offer B,,No,,,0,0.0062384448420578975,Low Risk
7609-NRNCA,Female,21,False,False,Mountain Ranch,95246,0,17,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,One year,False,Mailed check,19.55,280.85,1001.99,0.0,0,,,No,,,0,0.008217428645245113,Low Risk
7609-YBPXG,Male,60,False,False,Irvine,92602,0,54,True,Yes,DSL,DSL,Yes,No,Yes,Yes,Yes,Yes,True,False,Two year,False,Bank transfer (automatic),87.1,4735.2,5816.36,0.0,0,,26.0,No,,,0,0.040457126837449654,Low Risk
7610-TVOPG,Male,48,False,False,West Point,95255,0,15,True,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Month-to-month,True,Electronic check,26.35,378.6,498.0,0.0,0,,,No,,,0,0.061414972695661395,Low Risk
7611-YKYTC,Male,50,True,True,Burson,95225,0,22,True,No,Fiber optic,Fiber Optic,Yes,No,No,No,No,No,False,True,Month-to-month,False,Bank transfer (automatic),75.0,1573.95,2427.99,0.0,1,Offer D,19.0,No,,,0,0.5232778449630087,Medium Risk
7613-LLQFO,Male,41,False,False,Amador City,95601,0,12,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,Yes,No,False,True,Month-to-month,True,Electronic check,84.45,1059.55,1207.87,0.0,0,,23.0,Yes,Dissatisfaction,Limited range of services,1,0.6490350203675834,High Risk
7614-QVWQL,Male,57,True,True,Costa Mesa,92627,0,49,False,No phone service,DSL,DSL,No,Yes,No,No,Yes,Yes,True,False,One year,True,Bank transfer (automatic),51.8,2541.25,2591.25,0.0,2,,5.0,Yes,Other,Moved,1,0.5551679869819428,Medium Risk
7615-ESMYF,Female,23,True,False,San Diego,92117,0,2,False,No phone service,DSL,Cable,No,No,No,No,Yes,Yes,True,True,Month-to-month,False,Electronic check,44.6,97.1,97.1,0.0,1,,51.0,Yes,Competitor,Competitor made better offer,1,0.9846336712068419,High Risk
7619-ODSGN,Male,63,True,True,Foothill Ranch,92610,0,24,True,Yes,DSL,DSL,Yes,No,No,No,No,No,False,True,Month-to-month,False,Electronic check,54.75,1338.15,1752.63,0.0,1,Offer C,18.0,Yes,Attitude,Attitude of support person,1,0.424880123917223,Medium Risk
